"","x"
"7124",1.144
"7125",1.131
"7126",1.564
"7127",0.735
"7128",0.53
"7129",1.181
"7130",1.004
"7131",1.028
"7132",1.066
"7133",0.774
"7134",0.025
"7135",0.672
"7136",0.73
"7137",0.847
"7138",1.033
"7139",1.024
"7140",0.888
"7141",0.933
"7142",1.071
"7143",0.802
"7144",1.153
"7145",1.141
"7146",0.956
"7147",0.786
"7148",0.691
"7149",0.663
"7150",0.904
"7151",0.733
"7152",0.231
"7153",1.103
"7154",0.959
"7155",0.968
"7156",1.111
"7157",1.228
"7158",0.848
"7159",1.051
"7160",1.104
"7161",0.954
"7162",1.013
"7163",0.527
"7164",1.092
"7165",0.884
"7166",1.242
"7167",1.101
"7168",1.039
"7169",0.575
"7170",1.358
"7171",0.937
"7172",0.895
"7173",0.613
"7174",1.041
"7175",1.004
"7176",0.46
"7177",0.962
"7178",0.837
"7179",1.132
"7180",1.075
"7181",0.863
"7182",1.124
"7183",1.016
"7184",1.167
"7185",0.972
"7186",0.943
"7187",0.656
"7188",0.904
"7189",0.873
"7190",0.904
"7191",1.134
"7192",1.023
"7193",1.123
"7194",1.133
"7195",0.779
"7196",1.289
"7197",0.4
"7198",0.757
"7199",0.857
"7200",0.672
"7201",0.963
"7202",1.036
"7203",0.978
"7204",1.054
"7205",1.217
"7206",1
"7207",0.578
"7208",1.002
"7209",0.724
"7210",0.975
"7211",1.265
"7212",1.303
"7213",1.16
"7214",1.124
"7215",1.158
"7216",0.647
"7217",1.214
"7218",0.397
"7219",0.172
"7220",1.275
"7221",1.329
"7222",0.909
"7223",1.28
"7224",1.204
"7225",0.934
"7226",0.799
"7227",1.156
"7228",0.132
"7229",1.16
"7230",1.349
"7231",1.135
"7232",1.089
"7233",1.338
"7234",1.021
"7235",1.013
"7236",1.063
"7237",0.489
"7238",1.011
"7239",1.183
"7240",0.884
"7241",1.136
"7242",1.252
"7243",1.128
"7244",0.96
"7245",0.892
"7246",1.11
"7247",0.819
"7248",1.02
"7249",1.157
"7250",1.363
"7251",1.138
"7252",1.04
"7253",0.976
"7254",0.963
"7255",0.127
"7256",0.878
"7257",0.731
"7258",1.057
"7259",0.381
"7260",1.108
"7261",1.213
"7262",1.149
"7263",1.188
"7264",0.955
"7265",0.205
"7266",1.016
"7267",1.183
"7268",1.299
"7269",1.182
"7270",0.578
"7271",1.066
"7272",1.065
"7273",1.142
"7274",0.077
"7275",1.125
"7276",1.234
"7277",0.752
"7278",0.673
"7279",1.104
"7280",1.215
"7281",1.337
"7282",1.007
"7283",0.951
"7284",1.116
"7285",0.934
"7286",0.148
"7287",1.008
"7288",1.182
"7289",0.525
"7290",0.789
"7291",0.937
"7292",0.992
"7293",0.59
"7294",0.78
"7295",0.906
"7296",0.67
"7297",0.563
"7298",0.877
"7299",0.721
"7300",0.707
"7301",0.877
"7302",0.964
"7303",0.98
"7304",0.918
"7305",0.959
"7306",0.845
"7307",0.955
"7308",0.48
"7309",0.781
"7310",0.538
"7311",0.886
"7312",0.895
"7313",0.704
"7314",1.146
"7315",1.222
"7316",0.843
"7317",0.81
"7318",0.914
"7319",0.9
"7320",0.705
"7321",0.977
"7322",0.971
"7323",0.882
"7324",0.659
"7325",0.791
"7326",0.885
"7327",0.981
"7328",1.076
"7329",0.787
"7330",0.598
"7331",1.473
"7332",1.181
"7333",0.915
"7334",1.063
"7335",0.948
"7336",0.849
"7337",0.686
"7338",1.234
"7339",0.416
"7340",0.89
"7341",0.933
"7342",1.227
"7343",1.121
"7344",1.158
"7345",1.145
"7346",1.278
"7347",1.333
"7348",1.31
"7349",1.241
"7350",1.046
"7351",1.255
"7352",0.488
"7353",1.499
"7354",1.367
"7355",0.806
"7356",1.099
"7357",1.397
"7358",1.342
"7359",0.908
"7360",1.178
"7361",1.123
"7362",0.646
"7363",0.499
"7364",0.834
"7365",0.782
"7366",0.375
"7367",0.844
"7368",0.827
"7369",0.966
"7370",0.732
"7371",1.037
"7372",0.727
"7373",1.026
"7374",0.958
"7375",1.144
"7376",0.817
"7377",0.968
"7378",0.288
"7379",1.039
"7380",0.3
"7381",1.117
"7382",0.966
"7383",0.913
"7384",1.138
"7385",1.071
"7386",1.174
"7387",1.175
"7388",0.798
"7389",1.086
"7390",1.108
"7391",0.377
"7392",0.906
"7393",1.02
"7394",1.199
"7395",1.088
"7396",1.075
"7397",0.89
"7398",0.924
"7399",1.003
"7400",1.009
"7401",1.082
"7402",1.065
"7403",1.304
"7404",1.244
"7405",1.188
"7406",1.185
"7407",1.398
"7408",0.856
"7409",1.095
"7410",1.184
"7411",0.94
"7412",1.165
"7413",0.929
"7414",0.879
"7415",0.923
"7416",1.058
"7417",0.969
"7418",1.257
"7419",1.32
"7420",1.024
"7421",1.479
"7422",1.113
"7423",1.293
"7424",1.262
"7425",1.425
"7426",1.12
"7427",0.862
"7428",1.144
"7429",1.483
"7430",1.176
"7431",1.416
"7432",1.031
"7433",1.063
"7434",1.091
"7435",0.852
"7436",1.212
"7437",1.315
"7438",0.994
"7439",0.795
"7440",1.174
"7441",1.278
"7442",1.15
"7443",0.598
"7444",1.21
"7445",1.16
"7446",1.084
"7447",0.856
"7448",1.215
"7449",0.714
"7450",1.06
"7451",0.587
"7452",1.154
"7453",0.894
"7454",1.087
"7455",1.105
"7456",1.054
"7457",0.576
"7458",0.451
"7459",0.992
"7460",1.044
"7461",1.115
"7462",0.887
"7463",0.929
"7464",1.348
"7465",1.266
"7466",0.972
"7467",1.082
"7468",1.328
"7469",0.756
"7470",1.185
"7471",1.323
"7472",1.1
"7473",1.148
"7474",0.903
"7475",0.864
"7476",0.728
"7477",0.711
"7478",1.183
"7479",1.144
"7480",0.585
"7481",0.998
"7482",1.228
"7483",0.958
"7484",1.104
"7485",1.593
"7486",1.202
"7487",1.403
"7488",1.74
"7489",1.139
"7490",1.428
"7491",1.549
"7492",1.25
"7493",0.472
"7494",1.148
"7495",1.467
"7496",1.105
"7497",0.872
"7498",0.077
"7499",0.942
"7500",0.95
"7501",0.216
"7502",1.132
"7503",1.366
"7504",1.055
"7505",0.862
"7506",0.745
"7507",0.832
"7508",1.017
"7509",0.863
"7510",1.036
"7511",1.329
"7512",1.086
"7513",0.855
"7514",0.792
"7515",1.18
"7516",0.573
"7517",1.167
"7518",1.218
"7519",0.992
"7520",0.899
"7521",1.226
"7522",0.599
"7523",0.761
"7524",0.456
"7525",1.089
"7526",0.992
"7527",1.099
"7528",1.048
"7529",0.702
"7530",0.709
"7531",0.952
"7532",0.906
"7533",0.881
"7534",0.685
"7535",1.059
"7536",1.12
"7537",1.073
"7538",1.103
"7539",0.976
"7540",1.307
"7541",1.22
"7542",0.505
"7543",0.434
"7544",0.899
"7545",0.59
"7546",0.636
"7547",0.882
"7548",0.784
"7549",0.644
"7550",0.93
"7551",1.081
"7552",1.12
"7553",1.124
"7554",1.369
"7555",1.102
"7556",1.119
"7557",1.328
"7558",1.175
"7559",0.971
"7560",1.057
"7561",1.25
"7562",1.4
"7563",1.267
"7564",1.356
"7565",1.377
"7566",1.337
"7567",0.942
"7568",1.325
"7569",1.345
"7570",1.101
"7571",1.302
"7572",0.242
"7573",1.181
"7574",1.059
"7575",1.078
"7576",0.914
"7577",0.539
"7578",0.985
"7579",0.746
"7580",0.375
"7581",0.112
"7582",1.195
"7583",1.116
"7584",1.215
"7585",1.187
"7586",0.602
"7587",1.054
"7588",1.157
"7589",1.008
"7590",1.316
"7591",0.363
"7592",1.135
"7593",0.507
"7594",0.985
"7595",1.32
"7596",1.035
"7597",1.104
"7598",0.998
"7599",1.172
"7600",1.193
"7601",0.373
"7602",1.071
"7603",1.02
"7604",1.059
"7605",1.307
"7606",1.288
"7607",1.138
"7608",0.998
"7609",1.214
"7610",1.316
"7611",1.273
"7612",1.182
"7613",0.768
"7614",0.67
"7615",1.022
"7616",1.371
"7617",1.456
"7618",1.608
"7619",1.346
"7620",1.128
"7621",1.302
"7622",1.128
"7623",1.075
"7624",1.32
"7625",0.86
"7626",1.466
"7627",0.67
"7628",1.155
"7629",1.325
"7630",1.012
"7631",1.148
"7632",0.817
"7633",0.704
"7634",1.139
"7635",1.28
"7636",1.214
"7637",1.264
"7638",1.056
"7639",0.914
"7640",1.349
"7641",1.313
"7642",0.984
"7643",0.732
"7644",1.333
"7645",1.129
"7646",1.207
"7647",1.09
"7648",0.792
"7649",1.268
"7650",1.509
"7651",1.067
"7652",1.351
"7653",0.659
"7654",0.906
"7655",0.67
"7656",0.386
"7657",0.782
"7658",1
"7659",0.818
"7660",0.942
"7661",0.939
"7662",1.118
"7663",1.033
"7664",0.922
"7665",0.998
"7666",0.688
"7667",1.031
"7668",1.061
"7669",0.292
"7670",0.739
"7671",0.262
"7672",0.998
"7673",0.893
"7674",0.866
"7675",0.955
"7676",0.673
"7677",0.774
"7678",0.87
"7679",0.974
"7680",1.06
"7681",1.204
"7682",0.732
"7683",1.248
"7684",1.186
"7685",0.451
"7686",0.876
"7687",0.39
"7688",0.922
"7689",1.02
"7690",0.877
"7691",0.67
"7692",0.966
"7693",0.943
"7694",1.023
"7695",1.073
"7696",1.16
"7697",1.049
"7698",1.11
"7699",0.992
"7700",0.647
"7701",1.332
"7702",0.876
"7703",1.1
"7704",0.661
"7705",0.925
"7706",1.129
"7707",1.223
"7708",0.58
"7709",0.702
"7710",1.055
"7711",1.237
"7712",1.033
"7713",1.199
"7714",0.96
"7715",1.088
"7716",1.068
"7717",1.044
"7718",1.234
"7719",1.364
"7720",1.391
"7721",1.527
"7722",1.548
"7723",1.044
"7724",1.075
"7725",1.192
"7726",1.45
"7727",1.62
"7728",1.653
"7729",1.61
"7730",0.898
"7731",1.432
"7732",1.024
"7733",1.278
"7734",0.774
"7735",1.19
"7736",0.36
"7737",1.127
"7738",0.628
"7739",0.773
"7740",0.73
"7741",1.004
"7742",1.415
"7743",1.127
"7744",1.442
"7745",1.398
"7746",1.067
"7747",1.432
"7748",1.502
"7749",0.969
"7750",1.092
"7751",1.292
"7752",1.354
"7753",0.884
"7754",0.501
"7755",0.936
"7756",0.957
"7757",0.863
"7758",0.768
"7759",1.147
"7760",0.55
"7761",1.345
"7762",0.82
"7763",1.348
"7764",0.644
"7765",1.016
"7766",0.884
"7767",0.964
"7768",1.117
"7769",1.17
"7770",1.34
"7771",1.388
"7772",1.412
"7773",1.154
"7774",1.407
"7775",1.212
"7776",1.039
"7777",1.09
"7778",0.312
"7779",1.034
"7780",1.075
"7781",1.055
"7782",0.902
"7783",0.181
"7784",0.63
"7785",1.009
"7786",1.14
"7787",0.99
"7788",1.039
"7789",1.207
"7790",0.891
"7791",1.142
"7792",1.242
"7793",1.23
"7794",1.003
"7795",1.028
"7796",0.274
"7797",1.168
"7798",1.342
"7799",1.194
"7800",1.366
"7801",1.268
"7802",1.248
"7803",1.468
"7804",1.304
"7805",1.436
"7806",1.055
"7807",1.019
"7808",1.063
"7809",1.153
"7810",1.178
"7811",1.189
"7812",1.261
"7813",0.653
"7814",0.376
"7815",1.109
"7816",1.002
"7817",0.978
"7818",1.371
"7819",1.417
"7820",1.132
"7821",0.961
"7822",1.366
"7823",0.885
"7824",0.75
"7825",0.626
"7826",1.189
"7827",1.137
"7828",1.298
"7829",1.348
"7830",0.4
"7831",1.193
"7832",1.252
"7833",1.002
"7834",1.384
"7835",0.888
"7836",0.854
"7837",0.481
"7838",0.799
"7839",1.232
"7840",1.255
"7841",1.413
"7842",1.096
"7843",0.873
"7844",0.964
"7845",0.644
"7846",0.519
"7847",1.178
"7848",0.896
"7849",1.108
"7850",1.147
"7851",1.193
"7852",0.942
"7853",1.3
"7854",1.355
"7855",1.406
"7856",1.424
"7857",0.339
"7858",0.494
"7859",0.766
"7860",0.77
"7861",1.075
"7862",0.946
"7863",1.327
"7864",0.787
"7865",1.093
"7866",0.834
"7867",1.044
"7868",1.224
"7869",1.249
"7870",1.27
"7871",1.203
"7872",1.293
"7873",1.398
"7874",0.912
"7875",1.155
"7876",1.017
"7877",0.993
"7878",0.804
"7879",1.028
"7880",0.729
"7881",0.927
"7882",0.859
"7883",1.021
"7884",0.921
"7885",0.807
"7886",1.084
"7887",1.129
"7888",1.21
"7889",1.229
"7890",1.039
"7891",1.122
"7892",1.249
"7893",1.156
"7894",1.021
"7895",0.869
"7896",1.166
"7897",0.622
"7898",1.048
"7899",1.132
"7900",0.234
"7901",1.03
"7902",1.274
"7903",1.006
"7904",1.083
"7905",0.882
"7906",1.409
"7907",1.113
"7908",1.274
"7909",1.356
"7910",1.474
"7911",1.019
"7912",1.318
"7913",1.087
"7914",1.294
"7915",1.365
"7916",1.282
"7917",1.087
"7918",1.194
"7919",1.106
"7920",1.27
"7921",1.148
"7922",1.504
"7923",1.449
"7924",0.513
"7925",0.983
"7926",0.783
"7927",1.19
"7928",0.908
"7929",0.878
"7930",0.247
"7931",1.107
"7932",0.956
"7933",1.015
"7934",0.789
"7935",0.318
"7936",1.01
"7937",0.802
"7938",1.133
"7939",1.076
"7940",0.966
"7941",1.119
"7942",0.84
"7943",0.942
"7944",0.721
"7945",0.884
"7946",0.913
"7947",1.136
"7948",0.985
"7949",0.656
"7950",0.799
"7951",0.394
"7952",1.176
"7953",0.963
"7954",0.997
"7955",0.799
"7956",0.729
"7957",0.858
"7958",0.979
"7959",1.07
"7960",1.066
"7961",0.273
"7962",0.863
"7963",0.975
"7964",1.204
"7965",0.79
"7966",0.991
"7967",0.857
"7968",1.017
"7969",0.897
"7970",1.239
"7971",0.446
"7972",0.96
"7973",0.597
"7974",1.229
"7975",1.031
"7976",1.027
"7977",1.173
"7978",1.471
"7979",1.444
"7980",1.16
