losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"Russia/USSR"	365	"German Democratic Republic"	265	1954	0.0	0.0	0.0	0.9384638	0.0	0.0	1.0	1.0	1.0		1	0	0.0	4	0.0	1.0	0.0	50.0	5.0	0.0	2.0	365265.0	8.0	0.0	13.0	0.0	0.0	1.0	0.0	32.0		1.0	1.0	0.0				1.0	7.3323693	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			
"Russia"	365	"Ukraine"	369	1991	1.0	0.0	1.0	0.84001076	0.0	0.0	0.0	1.0	1.0	4.5	1	1	0.05718131	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	369365.0	12.0	1.0	21.0	1.0	0.0	1.0	1.0	36.0				1.0	1.0	"Russians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.107023	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Ukraine"	369	"Russia"	365	1991	1.0	0.0	0.0	0.15998925	0.0	0.0	0.0	1.0	1.0	4.5	1	1	0.12910527	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	369365.0	12.0	1.0	21.0	1.0	1.0	1.0	1.0	36.0				1.0	1.0	"Ukrainians"	"ANM-modified"	0.0	5.3082676	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia"	365	"Georgia"	372	1991	1.0	0.0	1.0	0.99060154	0.0	0.0	0.0	1.0	1.0	1.5	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	372365.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	36.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.221105	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Georgia"	372	"Russia"	365	1991	0.0	0.0	1.0	0.009398471	0.0	0.0	0.0	1.0	1.0	1.5	1	0	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	372365.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	36.0				0.0	1.0	"Georgians"	"ANM-modified"	0.0	4.5849676	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia"	365	"Tajikistan"	702	1991	1.0	0.0	0.0	0.9953442	0.0	0.0	0.0	1.0	1.0		1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	702365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.9494443	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tajikistan"	702	"Russia/USSR"	365	1991	0.0	0.0	0.0	0.00465575	0.0	0.0	0.0	1.0	0.0		1	1		4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	702365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Tajiks"	"ANM"	0.0	7.30317	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Kyrgyzstan"	703	1991	1.0	0.0	0.0	0.9960484	0.0	0.0	0.0	1.0	1.0		1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	703365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.9388022	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kyrgyzstan"	703	"Russia/USSR"	365	1991	0.0	0.0	0.0	0.003951638	0.0	0.0	0.0	1.0	0.0		1	1		4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	703365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Kyrgyz"	"ANM"	0.0	6.879356	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Moldova"	359	"Russia/USSR"	365	1991	0.0	0.0	1.0	0.007425816	0.0	0.0	0.0	0.0	1.0		1	1		4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	365359.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	36.0				0.0	0.0	"Moldovans"	"ANM-modified"	0.0	6.4264884	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Moldova"	359	1991	1.0	0.0	1.0	0.99257416	0.0	0.0	0.0	0.0	1.0		1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	365359.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	36.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	6.945051	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Estonia"	366	1991	1.0	0.0	1.0	0.9980203	0.0	0.0	1.0	1.0	1.0	4.0	0	1	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	366365.0	12.0	1.0	21.0	1.0	0.0	0.0	1.0	36.0				1.0	1.0	"Russians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.4583383	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Estonia"	366	"Russia"	365	1991	1.0	0.0	1.0	0.001979731	0.0	0.0	1.0	1.0	0.0	4.0	0	1	0.003423576	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	366365.0	12.0	1.0	21.0	1.0	1.0	1.0	0.0	36.0				1.0	1.0	"Western Finns"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.1119876	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Latvia"	367	1991	1.0	0.0	1.0	0.9950592	0.0	0.0	1.0	1.0	1.0	4.0	0	1	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	367365.0	12.0	1.0	21.0	1.0	0.0	0.0	1.0	36.0				1.0	1.0	"Russians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.3733196	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Latvia"	367	"Russia"	365	1991	1.0	0.0	1.0	0.004940779	0.0	0.0	1.0	1.0	0.0	4.0	0	1	0.006407004	4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	367365.0	12.0	1.0	21.0	1.0	1.0	1.0	1.0	36.0				1.0	1.0	"Latvians(Lettons)"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.370638	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Russia/USSR"	365	"Belarus"	370	1991	1.0	0.0	0.0	0.9828403	0.0	0.0	0.0	0.0	1.0	4.5	0	1	0.0531446	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	370365.0	12.0	0.0	21.0	1.0	0.0	0.0	1.0	36.0				1.0	1.0	"Russians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.9914646	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Belarus"	370	"Russia"	365	1991	0.0	0.0	0.0	0.017159678	0.0	0.0	0.0	0.0	0.0	4.5	0	1	0.009290724	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	370365.0	12.0	0.0	21.0	1.0	1.0	1.0	0.0	36.0				0.0	1.0	"Belrussians"	"ANM"	0.0	5.463832	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Turkmenistan"	701	1991	1.0	0.0	0.0	0.99677086	0.0	0.0	0.0	1.0	1.0		1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	701365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.5422134	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Turkmenistan"	701	"Russia/USSR"	365	1991	0.0	0.0	0.0	0.003229171	0.0	0.0	0.0	1.0	0.0		1	1		4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	701365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Turkmen"	"ANM"	0.0	6.859615	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Azerbaijan"	373	1991	1.0	0.0	1.0	0.9927119	0.0	0.0	0.0	1.0	1.0	2.5	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	6.0	373365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.422374	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Azerbaijan"	373	"Russia"	365	1991	0.0	0.0	1.0	0.007288084	0.0	0.0	0.0	1.0	1.0	2.5	0	1	0.001802431	4	0.0	1.0	0.0	90.0	2.0	1.0	6.0	373365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Turco-Tatars"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.26269	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Croatia"	344	"Serbia"	345	1991	0.0	0.0	1.0	0.22943226	0.0	0.0	0.0	0.0	1.0	4.5	0	1		4	0.0	1.0	0.0	90.0	5.0	1.0	2.0	345344.0	12.0	0.0	21.0	1.0	0.0	1.0	0.0	12.0				0.0	1.0	"Croatians (Bunyevaces, Sokaces)"	"Atlas of Central Europe"	0.0	5.398163	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Yugoslavia (Serbia)"	345	"Croatia"	344	1991	1.0	0.0	1.0	0.7705677	0.0	0.0	0.0	0.0	1.0	4.5	0	1		4	0.0	1.0	0.0	90.0	5.0	1.0	2.0	345344.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	12.0				1.0	1.0	"Serbs"	"Atlas of Central Europe"	0.0	4.4886365	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Russia/USSR"	365	"Lithuania"	368	1991	1.0	0.0	1.0	0.99436766	0.0	0.0	1.0	1.0	1.0	4.0	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	368365.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	36.0				1.0	1.0	"Russians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.5191474	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Lithuania"	368	"Russia"	365	1991	0.0	0.0	1.0	0.005632314	0.0	0.0	1.0	1.0	0.0	4.0	1	1	0.002364712	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	368365.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	36.0				0.0	1.0	"Lithuanians"	"ANM-Modified"	0.0	5.4764633	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Uzbekistan"	704	1991	1.0	0.0	0.0	0.9769683	0.0	0.0	0.0	0.0	1.0		1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	704365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.474205	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uzbekistan"	704	"Russia/USSR"	365	1991	0.0	0.0	0.0	0.02303173	0.0	0.0	0.0	0.0	0.0		1	1		4	0.0	1.0	0.0	90.0	2.0	0.0	6.0	704365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Uzbeks"	"ANM"	0.0	7.109062	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Yugoslavia (Serbia)"	345	"Bosnia"	346	1992	1.0	1.0	1.0	0.7171493	0.0	0.0	1.0	0.0	1.0	3.0	0	1		4	0.0	1.0	0.0	90.0	5.0	1.0	2.0	346345.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	12.0				1.0	1.0	"Serbs"	"Atlas of Central Europe"	0.0	4.477337	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Bosnia"	346	"Serbia/Yugoslavia"	345	1992	0.0	1.0	1.0	0.2828507	0.0	0.0	1.0	0.0	1.0	3.0	0	1		4	0.0	1.0	0.0	90.0	5.0	1.0	2.0	346345.0	12.0	0.0	21.0	1.0	1.0	1.0	0.0	12.0				0.0	1.0	"Bosnians"	"Atlas of Central Europe"	0.0	4.158883	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Iraq"	645	"Saudi Arabia"	670	1981	0.0	0.0	1.0	0.405409	1.0	0.0	1.0	0.0	1.0	2.5	1	1	0.8399547	1	1.0	1.0	0.0	80.0	3.0	0.0	3.0	670645.0	17.0	0.0	30.0	1.0	0.0	1.0	0.0	17.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	5.7838254	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Saudi Arabia"	670	"Iraq"	645	1981	0.0	0.0	1.0	0.59459096	1.0	0.0	1.0	0.0	1.0	2.5	1	1	1.1905404	1	1.0	1.0	0.0	80.0	3.0	0.0	3.0	670645.0	17.0	0.0	30.0	1.0	0.0	1.0	0.0	17.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	6.200509	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Oman"	698	"Pakistan"	770	1958	0.0	0.0	0.0	0.008470785	0.0	0.0	0.0	0.0	0.0		0	1	0.0	4	0.0	1.0	0.0	50.0	1.0	0.0	6.0	770698.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0	0.0	"Arabs"	"ANM"	0.0	5.8435445	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Pakistan"	770	"Oman"	698	1958	0.0	0.0	0.0	0.9915292	0.0	0.0	0.0	0.0	0.0		0	1		4	0.0	1.0	0.0	50.0	1.0	0.0	6.0	770698.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0	0.0			0.0	7.4977617	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Czechoslovakia (Slovakia after 1993)"	315	"USSR (Ukraine after 1991)"	365	1945	1.0	0.0	0.0	0.054886784	0.0	0.0	0.0	1.0	0.0	3.5	0	0	0.0	1	1.0	1.0	0.0	40.0	5.0	0.0	2.0	365315.0	7.0	0.0	12.0	1.0	1.0	0.0	0.0	31.0				1.0	1.0	"Slovaks"	"Atlas of Central Europe"	0.0	6.3664703	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"USSR (Ukraine after 1991)"	365	"Czechoslovakia (Slovakia after 1993)"	315	1945	0.0	0.0	0.0	0.94511324	0.0	0.0	0.0	1.0	1.0	3.5	0	0		1	1.0	1.0	0.0	40.0	5.0	0.0	2.0	365315.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	31.0				0.0	1.0	"Russians"	"Atlas of Central Europe"	0.0	7.1372786	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"United States of America"	2	"Micronesia"	987	1986	0.0	0.0	0.0	0.9999684	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			80.0	6.0	0.0	6.0	987002.0	35.0	0.0	64.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.424241	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Micronesia"	987	"United States of America"	2	1986	0.0	0.0	0.0	3.15672E-5	0.0		0.0	0.0	0.0		0	0		4	1.0			80.0	6.0	0.0	6.0	987002.0	35.0	0.0	64.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.041922			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Jordan"	663	"Israel"	666	1995	0.0	0.0	0.0	0.2426058	0.0	0.0	1.0	0.0	0.0	3.0	0	1		4	0.0	1.0	0.0	90.0	1.0	1.0	3.0	666663.0	18.0	0.0	33.0	1.0	0.0	1.0	0.0	18.0				0.0	1.0	"Arabs"		0.0	3.6109178	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Israel"	666	"Jordan"	663	1995	0.0	0.0	0.0	0.7573942	0.0	0.0	1.0	0.0	0.0	3.0	0	1	0.3828736	4	0.0	1.0	0.0	90.0	1.0	1.0	3.0	666663.0	18.0	0.0	33.0	1.0	0.0	1.0	0.0	18.0				0.0	1.0	"Jews"		0.0	3.4011974	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"United Kingdom"	200	"Fiji"	950	1970	0.0	0.0	0.0	0.99897325	0.0	1.0	0.0	1.0	1.0		0	1	0.0	4	1.0	0.0	1.0	70.0	6.0	0.0	6.0	950200.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	9.694678	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Fiji"	950	"United Kingdom"	200	1970	0.0	0.0	0.0	0.001026778	0.0	1.0	0.0	1.0	0.0		0	1		4	1.0	0.0	1.0	70.0	6.0	0.0	6.0	950200.0	34.0	0.0	61.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	9.648401			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Cameroun"	471	"CAR"	482	1960	0.0	0.0	1.0	0.81581557	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	482471.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Bamileke; Bassa/Duala; Beti; Fulani (and other northern Muslim peoples); Northwestern Anglophones (Grassfielders)"	"ANM"	0.0	5.8348107	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Central African Republic"	482	"Cameroun"	471	1960	0.0	0.0	1.0	0.18418443	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	482471.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Banda"	"ANM"	0.0	5.7589016	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Cameroon"	471	"Nigeria"	475	1961	1.0	0.0	1.0	0.08722527	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.016462903	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	475471.0	21.0	1.0	37.0	1.0	0.0	1.0	1.0	21.0				1.0	1.0	"Fulani"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	5.6903596	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Nigeria"	475	"Cameroon"	471	1961	1.0	0.0	1.0	0.91277474	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	475471.0	21.0	1.0	37.0	1.0	0.0	1.0	1.0	21.0				1.0	1.0	"Tiv"	"ANM"	0.0	5.8998976	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Armenia"	371	"Azerbaijan"	373	1991	1.0	0.0	1.0	0.34921646	1.0	0.0	0.0	0.0	1.0	2.0	0	1	0.012924658	4	0.0	1.0	0.0	90.0	5.0	0.0	5.0	373371.0	30.0	1.0	54.0	1.0	1.0	1.0	1.0	30.0				1.0	1.0	"Armenians"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	4.4998097	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Azerbaijan"	373	"Armenia"	371	1991	1.0	0.0	1.0	0.65078354	1.0	0.0	0.0	0.0	1.0	2.0	0	1	0.04792625	4	0.0	1.0	0.0	90.0	5.0	0.0	5.0	373371.0	30.0	1.0	54.0	1.0	1.0	0.0	1.0	30.0				1.0	1.0	"Turco-Tatars"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.8081427	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Russia/USSR"	365	"Kazakhstan"	705	1991	1.0	0.0	0.0	0.9616183	0.0	0.0	0.0	0.0	1.0	4.0	1	1	0.0	4	0.0	1.0	0.0	90.0	1.0	0.0	6.0	705365.0	36.0	0.0	65.0	1.0	0.0	1.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	6.788972	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Kazakhstan"	705	"Russia"	365	1991	0.0	0.0	0.0	0.03838171	0.0	0.0	0.0	0.0	0.0	4.0	1	1	0.039563954	4	0.0	1.0	0.0	90.0	1.0	0.0	6.0	705365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Khazakhs"	"ANM-modified"	0.0	5.7071104	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"United States of America"	2	"Panama"	95	1978	0.0	0.0	1.0	0.99798256	0.0	0.0	1.0	1.0	1.0		0	1	0.0	1	1.0	1.0	0.0	70.0	6.0	0.0	6.0	95002.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.098339	1.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Panama"	95	"United States"	2	1978	0.0	0.0	1.0	0.002017457	0.0	0.0	1.0	1.0	0.0		0	1		1	1.0	1.0	0.0	70.0	6.0	0.0	6.0	95002.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	7.4770384			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United States of America"	2	"South Korea"	732	1948	0.0	0.0	0.0	0.98537916	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	732002.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	31.0				0.0				1.0	9.309915	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"South Korea"	732	"United States of America"	2	1948	0.0	0.0	0.0	0.014620853	0.0	0.0	0.0	0.0	1.0		0	0		4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	732002.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	31.0				0.0				1.0	9.006509			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Guyana"	110	"United Kingdom"	200	1966	0.0	0.0	0.0	0.001338541	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	200110.0	33.0	0.0	60.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.826881			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Guyana"	110	1966	0.0	0.0	0.0	0.99866146	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	200110.0	33.0	0.0	60.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.882253	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Tonga"	955	1970	0.0	0.0	0.0	0.9998738	0.0		0.0	1.0	1.0		0	0		4	1.0			70.0	6.0	0.0	6.0	955200.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	9.716977	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Tonga"	955	"United Kingdom"	200	1970	0.0	0.0	0.0	1.26173E-4	0.0		0.0	1.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	955200.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	9.666245			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Bahrain"	692	1971	0.0	0.0	0.0	0.98694235	0.0	0.0	0.0	1.0	1.0		1	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	692200.0	34.0	0.0	61.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.530109	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Bahrain"	692	"United Kingdom"	200	1971	0.0	0.0	0.0	0.013057626	0.0	0.0	0.0	1.0	0.0		1	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	692200.0	34.0	0.0	61.0	0.0	1.0	1.0	0.0	34.0				0.0				1.0	8.516393			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Lesotho"	570	1966	0.0	0.0	0.0	0.99856275	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	570200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	9.1382	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Lesotho"	570	"United Kingdom"	200	1966	0.0	0.0	0.0	0.001437236	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	570200.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	9.133135			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Qatar"	694	1971	0.0	0.0	0.0	0.9958599	0.0	0.0	0.0	1.0	1.0		1	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	694200.0	34.0	0.0	61.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.54364	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Qatar"	694	"United Kingdom"	200	1971	0.0	0.0	0.0	0.004140106	0.0	0.0	0.0	1.0	0.0		1	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	694200.0	34.0	0.0	61.0	0.0	1.0	1.0	0.0	34.0				0.0				1.0	8.538172			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Bahamas"	31	"United Kingdom"	200	1973	0.0	0.0	0.0	0.011722671	0.0		0.0	0.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	200031.0	34.0	0.0	61.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	8.794825			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Bahamas"	31	1973	0.0	0.0	0.0	0.9882773	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			70.0	6.0	0.0	6.0	200031.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.831566	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
