"","d","s","y","spp"
"2899",16,0.635049,1,"paper birch"
"2900",17,0.635049,1,"paper birch"
"2901",17,0.635049,1,"paper birch"
"2902",30.5,0.635325,1,"aspen"
"2903",19.5,0.635325,1,"cedar"
"2904",12,0.635325,1,"cedar"
"2905",19,0.638334,1,"black spruce"
"2906",20,0.638334,1,"black spruce"
"2907",21,0.638334,1,"cedar"
"2908",25,0.638334,1,"paper birch"
"2909",26,0.638334,1,"paper birch"
"2910",19,0.638797,0,"cedar"
"2911",6,0.638797,0,"red pine"
"2912",18,0.638797,1,"red pine"
"2913",34,0.638797,1,"red pine"
"2914",9,0.639188,0,"black spruce"
"2915",26,0.639188,1,"cedar"
"2916",18,0.639188,0,"cedar"
"2917",8,0.639188,0,"red pine"
"2918",19,0.639231,1,"cedar"
"2919",10,0.639231,1,"cedar"
"2920",22.5,0.639231,0,"red pine"
"2921",17.5,0.639231,0,"red pine"
"2922",16,0.639231,0,"red pine"
"2923",27,0.639582,1,"aspen"
"2924",29,0.639582,1,"aspen"
"2925",23,0.639582,1,"aspen"
"2926",24,0.639582,1,"aspen"
"2927",24,0.639582,1,"aspen"
"2928",16,0.639582,1,"black spruce"
"2929",15,0.639582,1,"red pine"
"2930",17,0.639582,1,"red pine"
"2931",30,0.640874,1,"aspen"
"2932",34,0.640874,1,"aspen"
"2933",5,0.640874,0,"jackpine"
"2934",6,0.640874,0,"jackpine"
"2935",8,0.640874,0,"jackpine"
"2936",16,0.641303,1,"cedar"
"2937",18,0.641303,0,"cedar"
"2938",12,0.641303,0,"cedar"
"2939",26,0.641303,0,"red pine"
"2940",16,0.641339,1,"aspen"
"2941",7,0.641339,1,"black spruce"
"2942",17,0.641339,1,"black spruce"
"2943",10,0.641339,1,"cedar"
"2944",11,0.641339,1,"cedar"
"2945",17,0.643186,1,"cedar"
"2946",17.5,0.643186,1,"cedar"
"2947",20,0.643186,1,"cedar"
"2948",45,0.643186,1,"black ash"
"2949",48.5,0.643186,1,"black ash"
"2950",20,0.647292,1,"black spruce"
"2951",13,0.647292,1,"cedar"
"2952",15,0.647292,1,"cedar"
"2953",9,0.647292,1,"cedar"
"2954",10,0.647292,1,"cedar"
"2955",12,0.647292,0,"jackpine"
"2956",16,0.650541,1,"red pine"
"2957",6,0.650541,0,"red pine"
"2958",7,0.650541,0,"red pine"
"2959",15,0.650541,1,"red pine"
"2960",16,0.650541,0,"red pine"
"2961",13,0.650541,1,"red pine"
"2962",19,0.651572,1,"black spruce"
"2963",42,0.651572,1,"paper birch"
"2964",21,0.65194,1,"aspen"
"2965",10,0.65194,1,"cedar"
"2966",16,0.65194,1,"cedar"
"2967",13,0.65194,1,"cedar"
"2968",27,0.65194,1,"paper birch"
"2969",19,0.65194,1,"paper birch"
"2970",20,0.65194,0,"paper birch"
"2971",18,0.65194,1,"paper birch"
"2972",22,0.652045,0,"cedar"
"2973",14,0.652045,1,"cedar"
"2974",25,0.652045,1,"paper birch"
"2975",32,0.652045,1,"paper birch"
"2976",13.5,0.653243,1,"cedar"
"2977",20,0.653243,1,"cedar"
"2978",35,0.653243,1,"paper birch"
"2979",34,0.653243,1,"paper birch"
"2980",26,0.653384,1,"aspen"
"2981",6,0.653384,0,"black spruce"
"2982",8,0.653384,0,"black spruce"
"2983",12,0.653384,1,"jackpine"
"2984",15,0.653689,1,"cedar"
"2985",12,0.653689,1,"cedar"
"2986",11,0.653689,1,"cedar"
"2987",19,0.653689,0,"red pine"
"2988",12,0.653689,0,"red pine"
"2989",11,0.653689,0,"red pine"
"2990",12,0.653689,1,"red pine"
"2991",14,0.653689,1,"red pine"
"2992",9,0.653722,1,"black spruce"
"2993",16,0.653722,1,"cedar"
"2994",11,0.653722,0,"cedar"
"2995",14,0.653722,1,"cedar"
"2996",11,0.653722,1,"cedar"
"2997",8,0.653722,0,"cedar"
"2998",9,0.653722,1,"cedar"
"2999",8,0.653722,0,"cedar"
"3000",33,0.653722,1,"paper birch"
"3001",14,0.653722,0,"red pine"
"3002",17,0.653722,0,"red pine"
"3003",12,0.653722,0,"red pine"
"3004",16,0.655967,1,"black spruce"
"3005",13,0.655967,1,"cedar"
"3006",32,0.655967,1,"paper birch"
"3007",9,0.655967,1,"red pine"
"3008",6,0.655967,0,"red pine"
"3009",7,0.655979,0,"black spruce"
"3010",6,0.655979,0,"black spruce"
"3011",5,0.655979,0,"black spruce"
"3012",7,0.655979,0,"cedar"
"3013",15,0.655979,1,"cedar"
"3014",24,0.657143,1,"aspen"
"3015",29,0.657143,0,"aspen"
"3016",30,0.657143,0,"aspen"
"3017",15,0.657143,1,"black spruce"
"3018",12,0.657143,0,"cedar"
"3019",9,0.658442,0,"cedar"
"3020",11,0.658442,1,"cedar"
"3021",18,0.658442,1,"paper birch"
"3022",23,0.658442,1,"paper birch"
"3023",22,0.658442,1,"paper birch"
"3024",16,0.658442,1,"paper birch"
"3025",17,0.658442,1,"paper birch"
"3026",12,0.658442,1,"paper birch"
"3027",8,0.658482,0,"cedar"
"3028",14,0.658482,1,"cedar"
"3029",9,0.658482,1,"cedar"
"3030",10,0.658482,0,"red pine"
"3031",8,0.658482,1,"red maple"
"3032",11,0.658482,0,"red maple"
"3033",12,0.658482,0,"red maple"
"3034",14,0.658482,0,"red maple"
"3035",15,0.65926,1,"cedar"
"3036",14,0.65926,1,"cedar"
"3037",14,0.65926,1,"cedar"
"3038",37,0.65926,1,"paper birch"
"3039",32,0.65926,1,"paper birch"
"3040",32,0.660175,1,"aspen"
"3041",16,0.660175,1,"aspen"
"3042",22,0.660175,0,"aspen"
"3043",18,0.660175,1,"aspen"
"3044",24,0.660175,1,"aspen"
"3045",20,0.660175,1,"aspen"
"3046",16,0.660175,1,"aspen"
"3047",24,0.660175,1,"aspen"
"3048",18,0.660175,1,"black spruce"
"3049",10,0.660605,1,"cedar"
"3050",12,0.660605,1,"cedar"
"3051",12,0.660605,0,"cedar"
"3052",8,0.662489,0,"black spruce"
"3053",15,0.662489,1,"black spruce"
"3054",10,0.662489,0,"black spruce"
"3055",25,0.662489,0,"red pine"
"3056",9,0.662489,0,"red maple"
"3057",15,0.662965,1,"cedar"
"3058",13,0.66314,1,"aspen"
"3059",19,0.66314,1,"aspen"
"3060",21,0.66314,1,"aspen"
"3061",22,0.66314,1,"aspen"
"3062",20,0.66314,1,"aspen"
"3063",11,0.663976,1,"cedar"
"3064",15,0.663976,1,"cedar"
"3065",20,0.664044,1,"aspen"
"3066",24,0.664044,1,"aspen"
"3067",11,0.664044,1,"cedar"
"3068",9,0.664044,0,"jackpine"
"3069",8,0.664813,0,"cedar"
"3070",18,0.666723,1,"aspen"
"3071",12,0.669326,1,"aspen"
"3072",30,0.669326,1,"aspen"
"3073",28,0.669326,1,"aspen"
"3074",27,0.669326,1,"aspen"
"3075",26,0.669326,0,"aspen"
"3076",21,0.669579,1,"aspen"
"3077",21,0.669579,1,"aspen"
"3078",14,0.669579,1,"aspen"
"3079",15,0.669579,1,"aspen"
"3080",22,0.669579,1,"aspen"
"3081",23,0.669579,1,"aspen"
"3082",25,0.669579,1,"aspen"
"3083",23,0.669579,1,"aspen"
"3084",15,0.669579,1,"aspen"
"3085",12,0.669579,1,"black spruce"
"3086",25.5,0.669579,1,"paper birch"
"3087",24,0.669579,1,"paper birch"
"3088",24,0.669579,1,"paper birch"
"3089",11,0.670223,1,"black spruce"
"3090",14,0.670223,1,"cedar"
"3091",35,0.670223,1,"paper birch"
"3092",18,0.670223,1,"paper birch"
"3093",23,0.670223,1,"paper birch"
"3094",11,0.670223,1,"red pine"
"3095",14,0.670223,0,"red pine"
"3096",15,0.670223,1,"red pine"
"3097",12,0.671354,1,"black spruce"
"3098",6,0.671354,0,"red pine"
"3099",8,0.671354,0,"red pine"
"3100",27,0.672319,1,"aspen"
"3101",17.5,0.673027,1,"cedar"
"3102",18,0.673027,1,"cedar"
"3103",15,0.673027,1,"cedar"
"3104",21,0.673027,1,"cedar"
"3105",12,0.673027,1,"cedar"
"3106",19,0.673027,1,"cedar"
"3107",13.5,0.673027,1,"red pine"
"3108",11.5,0.673027,1,"red pine"
"3109",12,0.673027,1,"red pine"
"3110",17,0.673027,0,"red pine"
"3111",24,0.676434,1,"aspen"
"3112",20,0.676434,1,"aspen"
"3113",22,0.676434,1,"aspen"
"3114",31,0.676434,1,"aspen"
"3115",16,0.676434,1,"black spruce"
"3116",14,0.676434,1,"black spruce"
"3117",14,0.676434,1,"cedar"
"3118",15,0.676434,1,"cedar"
"3119",19,0.676434,1,"paper birch"
"3120",17,0.676434,1,"red pine"
"3121",26,0.676434,1,"red pine"
"3122",19,0.676434,1,"red pine"
"3123",32,0.676905,1,"aspen"
"3124",32,0.677028,1,"aspen"
"3125",9.5,0.677028,1,"black spruce"
"3126",23,0.677028,0,"black spruce"
"3127",28,0.677028,1,"cedar"
"3128",26,0.677028,1,"cedar"
"3129",22,0.677028,0,"paper birch"
"3130",7,0.680563,1,"cedar"
"3131",9,0.680563,1,"cedar"
"3132",5,0.680563,0,"cedar"
"3133",7,0.680563,1,"cedar"
"3134",11,0.681727,0,"black spruce"
"3135",29,0.681727,1,"paper birch"
"3136",15,0.682017,1,"black spruce"
"3137",14,0.682017,0,"red pine"
"3138",17,0.682017,0,"red pine"
"3139",14,0.682017,0,"red pine"
"3140",14,0.683177,1,"aspen"
"3141",32,0.683177,0,"aspen"
"3142",12,0.683177,1,"black spruce"
"3143",11,0.683177,1,"cedar"
"3144",16,0.683177,1,"cedar"
"3145",15,0.683177,1,"cedar"
"3146",16,0.683177,1,"cedar"
"3147",19,0.683991,1,"aspen"
"3148",12,0.683991,1,"cedar"
"3149",19,0.683991,1,"paper birch"
"3150",25.5,0.683991,1,"paper birch"
"3151",18.5,0.683991,1,"paper birch"
"3152",9,0.684129,0,"black spruce"
"3153",10,0.684129,0,"black spruce"
"3154",7,0.684129,0,"black spruce"
"3155",8.5,0.684129,1,"black spruce"
"3156",6,0.684129,0,"red pine"
"3157",23,0.684928,1,"aspen"
"3158",22,0.684928,1,"aspen"
"3159",22,0.684928,1,"aspen"
"3160",20,0.684928,1,"aspen"
"3161",10,0.684928,1,"cedar"
"3162",10,0.684995,1,"black spruce"
"3163",20,0.685514,1,"cedar"
"3164",28,0.685514,1,"red pine"
"3165",14,0.68605,1,"cedar"
"3166",18,0.68605,1,"paper birch"
"3167",21,0.68605,1,"paper birch"
"3168",20,0.68605,1,"paper birch"
"3169",10,0.68605,0,"red pine"
"3170",16,0.68605,0,"red pine"
"3171",15,0.689427,1,"aspen"
"3172",14,0.689427,1,"cedar"
"3173",14,0.689427,1,"cedar"
"3174",11,0.689427,1,"cedar"
"3175",24,0.689427,1,"paper birch"
"3176",16,0.690015,1,"cedar"
"3177",15,0.690859,1,"cedar"
"3178",17,0.690859,1,"cedar"
"3179",15,0.690859,1,"cedar"
"3180",14,0.690859,1,"cedar"
"3181",20,0.690859,1,"paper birch"
"3182",16,0.692772,1,"black spruce"
"3183",21,0.69421,1,"cedar"
"3184",13,0.69421,1,"cedar"
"3185",9,0.69421,0,"red pine"
"3186",13,0.695542,1,"aspen"
"3187",20,0.695542,1,"aspen"
"3188",13,0.695542,1,"cedar"
"3189",22,0.695542,1,"cedar"
"3190",20,0.695542,1,"paper birch"
"3191",21,0.695542,1,"paper birch"
"3192",11,0.696373,1,"cedar"
"3193",14,0.696373,1,"cedar"
"3194",14,0.696373,1,"cedar"
"3195",8,0.696373,0,"cedar"
"3196",15,0.696512,1,"cedar"
"3197",16,0.696512,1,"cedar"
"3198",17,0.696512,1,"paper birch"
"3199",22,0.696512,1,"paper birch"
"3200",26,0.696512,1,"paper birch"
"3201",21,0.696512,1,"paper birch"
"3202",17,0.696512,1,"paper birch"
"3203",16,0.696512,0,"paper birch"
"3204",21,0.697166,1,"aspen"
"3205",15,0.697166,1,"aspen"
"3206",6,0.697166,0,"black spruce"
"3207",14,0.697166,1,"cedar"
"3208",18,0.698172,1,"black spruce"
"3209",13,0.698172,1,"cedar"
"3210",15,0.698556,1,"cedar"
"3211",14,0.698556,1,"cedar"
"3212",23,0.698556,1,"paper birch"
"3213",24,0.698556,1,"paper birch"
"3214",13,0.699792,1,"black spruce"
"3215",10,0.699792,1,"black spruce"
"3216",14,0.699792,0,"cedar"
"3217",25,0.699792,1,"paper birch"
"3218",11,0.699792,1,"paper birch"
"3219",15,0.699792,1,"paper birch"
"3220",20,0.699792,1,"paper birch"
"3221",24,0.699792,1,"paper birch"
"3222",6,0.700325,0,"black spruce"
"3223",13,0.700325,1,"black spruce"
"3224",13,0.700325,1,"cedar"
"3225",11,0.700325,1,"cedar"
"3226",13,0.700325,1,"cedar"
"3227",6,0.700325,1,"cedar"
"3228",27,0.700325,1,"cedar"
"3229",9,0.700325,0,"red pine"
"3230",6,0.701091,0,"black spruce"
"3231",7,0.701091,0,"cedar"
"3232",10,0.701091,0,"cedar"
"3233",12,0.701091,0,"cedar"
"3234",8,0.701091,0,"red pine"
"3235",15,0.701091,0,"red pine"
"3236",9,0.701091,0,"red pine"
"3237",5,0.705846,0,"black spruce"
"3238",5,0.705846,0,"black spruce"
"3239",5,0.705846,0,"black spruce"
"3240",24,0.706464,0,"red pine"
"3241",20.5,0.70698,1,"aspen"
"3242",10,0.70698,1,"cedar"
"3243",24,0.70698,0,"red pine"
"3244",14,0.70698,1,"red pine"
"3245",13,0.70698,1,"red pine"
"3246",10.5,0.707828,1,"black spruce"
"3247",18,0.707828,1,"black spruce"
"3248",8,0.712619,0,"black spruce"
"3249",8,0.712619,0,"red pine"
"3250",12,0.712619,0,"red pine"
"3251",19,0.712619,0,"red pine"
"3252",21,0.716054,1,"aspen"
"3253",8,0.716054,0,"balsam fir"
"3254",16,0.716054,1,"black spruce"
"3255",9,0.716054,1,"black spruce"
"3256",15,0.716531,1,"cedar"
"3257",22,0.716531,1,"cedar"
"3258",20,0.716531,0,"jackpine"
"3259",25,0.716531,1,"paper birch"
"3260",32,0.716531,1,"paper birch"
"3261",5.5,0.717459,0,"black spruce"
"3262",12,0.718929,0,"black spruce"
"3263",10,0.718929,1,"black spruce"
"3264",11,0.718929,1,"black spruce"
"3265",31,0.722028,1,"aspen"
"3266",31,0.722028,1,"aspen"
"3267",14,0.722028,1,"cedar"
"3268",25,0.722028,1,"paper birch"
"3269",15,0.722028,1,"paper birch"
"3270",19,0.722443,1,"cedar"
"3271",24,0.722443,1,"paper birch"
"3272",18,0.726563,1,"black spruce"
"3273",12,0.726563,1,"black spruce"
"3274",23,0.726563,1,"paper birch"
"3275",16,0.726563,0,"red pine"
"3276",15,0.726563,1,"red pine"
"3277",9,0.727462,0,"cedar"
"3278",15,0.727462,1,"cedar"
"3279",35.5,0.727848,1,"aspen"
"3280",16.5,0.727848,1,"cedar"
"3281",34.5,0.727848,1,"paper birch"
"3282",16,0.730715,1,"cedar"
"3283",24,0.730715,1,"paper birch"
"3284",17,0.730715,1,"paper birch"
"3285",10,0.730738,1,"black spruce"
"3286",11,0.730738,0,"cedar"
"3287",10,0.730738,1,"cedar"
"3288",14,0.730738,1,"cedar"
"3289",10,0.730738,1,"cedar"
"3290",21,0.730738,1,"cedar"
"3291",9,0.730738,1,"cedar"
"3292",9,0.730738,1,"cedar"
"3293",9,0.730738,1,"cedar"
"3294",8,0.730738,1,"cedar"
"3295",14,0.730738,1,"paper birch"
"3296",16,0.734733,1,"red pine"
"3297",19,0.734733,0,"red pine"
"3298",15,0.734733,0,"red pine"
"3299",20,0.734733,1,"red pine"
"3300",20.5,0.734733,1,"red pine"
"3301",18,0.734733,1,"red pine"
"3302",17,0.734733,1,"red pine"
"3303",10,0.735708,1,"black spruce"
"3304",23,0.735708,1,"paper birch"
"3305",22,0.735708,1,"red pine"
"3306",26,0.735708,1,"red pine"
"3307",25,0.735708,1,"red pine"
"3308",16,0.737326,1,"aspen"
"3309",28,0.737326,1,"aspen"
"3310",33,0.737326,1,"aspen"
"3311",25,0.737326,1,"aspen"
"3312",24,0.737326,1,"cedar"
"3313",15,0.737326,1,"cedar"
"3314",11,0.73741,1,"black spruce"
"3315",16,0.73741,1,"cedar"
"3316",15,0.73741,1,"cedar"
"3317",21,0.73741,1,"cedar"
"3318",9,0.73741,1,"cedar"
"3319",18,0.73741,1,"paper birch"
"3320",32,0.73741,1,"paper birch"
"3321",28.5,0.738296,1,"cedar"
"3322",8,0.739292,1,"aspen"
"3323",6,0.739292,1,"aspen"
"3324",9,0.739292,1,"black spruce"
"3325",20,0.739292,0,"cedar"
"3326",12,0.739292,1,"cedar"
"3327",13,0.739292,1,"cedar"
"3328",5,0.739292,0,"red maple"
"3329",17,0.740107,1,"cedar"
"3330",12.5,0.745154,1,"aspen"
"3331",20.5,0.745154,1,"cedar"
"3332",17.5,0.745154,1,"paper birch"
"3333",20.5,0.745154,1,"paper birch"
"3334",25,0.745154,1,"paper birch"
"3335",21,0.745154,0,"paper birch"
"3336",28.5,0.749806,1,"aspen"
"3337",11.5,0.749806,0,"balsam fir"
"3338",14,0.749806,0,"balsam fir"
"3339",21,0.749806,0,"balsam fir"
"3340",12,0.749806,1,"balsam fir"
"3341",15,0.749806,0,"balsam fir"
"3342",21,0.749806,1,"balsam fir"
"3343",14,0.749806,1,"balsam fir"
"3344",15.5,0.749806,0,"balsam fir"
"3345",17,0.751591,0,"aspen"
"3346",7,0.751591,0,"aspen"
"3347",7,0.751591,0,"black spruce"
"3348",6,0.751591,0,"black spruce"
"3349",22.5,0.751713,1,"aspen"
"3350",24,0.751713,1,"aspen"
"3351",25,0.751713,1,"aspen"
"3352",27,0.751713,1,"aspen"
"3353",23,0.751713,1,"aspen"
"3354",23,0.751713,1,"aspen"
"3355",7,0.751974,1,"black spruce"
"3356",22.5,0.751974,1,"black spruce"
"3357",19,0.751974,1,"black spruce"
"3358",24.5,0.751974,1,"cedar"
"3359",33.5,0.751974,1,"paper birch"
"3360",18,0.753469,1,"cedar"
"3361",20,0.753469,0,"paper birch"
"3362",18,0.753912,0,"aspen"
"3363",20,0.753912,0,"aspen"
"3364",16,0.753912,0,"aspen"
"3365",26,0.755243,1,"aspen"
"3366",29.5,0.755243,1,"aspen"
"3367",21,0.755243,1,"aspen"
"3368",23,0.755243,1,"aspen"
"3369",15,0.755243,1,"aspen"
"3370",21,0.755243,1,"cedar"
"3371",14,0.755243,0,"red maple"
"3372",35,0.757207,1,"aspen"
"3373",38,0.757207,1,"aspen"
"3374",9,0.757207,1,"black spruce"
"3375",40,0.757207,1,"jackpine"
"3376",16,0.759117,1,"black spruce"
"3377",12,0.759117,1,"cedar"
"3378",12,0.759117,1,"cedar"
"3379",13,0.759117,1,"cedar"
"3380",8,0.759117,1,"cedar"
"3381",24,0.759117,1,"paper birch"
"3382",24,0.759117,1,"paper birch"
"3383",12,0.759117,0,"red pine"
"3384",10,0.759117,0,"red pine"
"3385",32,0.761207,1,"paper birch"
"3386",22,0.761207,1,"paper birch"
"3387",23,0.761207,1,"paper birch"
"3388",28,0.761207,1,"paper birch"
"3389",13,0.761207,1,"red pine"
"3390",14,0.761207,0,"red pine"
"3391",11,0.761207,1,"red pine"
"3392",23,0.763639,1,"paper birch"
"3393",18,0.76546,1,"black spruce"
"3394",18,0.76546,1,"cedar"
"3395",24,0.76546,1,"paper birch"
"3396",33,0.76546,1,"paper birch"
"3397",11,0.76546,0,"red pine"
"3398",23,0.765538,1,"cedar"
"3399",32,0.766252,1,"aspen"
"3400",25,0.766252,1,"aspen"
"3401",10,0.766252,0,"black spruce"
"3402",16,0.766252,0,"red pine"
"3403",7,0.766252,0,"red pine"
"3404",8,0.766848,0,"black spruce"
"3405",10.5,0.766848,0,"black spruce"
"3406",13,0.766848,1,"black spruce"
"3407",6.5,0.766848,1,"black spruce"
"3408",34.5,0.766848,1,"red pine"
"3409",48,0.766848,1,"black ash"
"3410",20,0.766936,1,"paper birch"
"3411",22,0.766936,1,"paper birch"
"3412",7,0.766936,0,"red pine"
"3413",23,0.770371,1,"paper birch"
"3414",12,0.770371,1,"paper birch"
"3415",16,0.775932,1,"cedar"
"3416",33,0.775932,1,"paper birch"
"3417",18.5,0.777446,1,"aspen"
"3418",16.5,0.777446,1,"aspen"
"3419",13.5,0.777446,1,"cedar"
"3420",35,0.777446,1,"black ash"
"3421",18,0.777892,0,"aspen"
"3422",18,0.777892,1,"cedar"
"3423",25,0.778154,1,"aspen"
"3424",17,0.778154,1,"aspen"
"3425",14,0.778154,1,"black spruce"
"3426",8,0.778154,1,"cedar"
"3427",12,0.778154,1,"cedar"
"3428",19,0.778154,1,"cedar"
"3429",7,0.780663,0,"black spruce"
"3430",13,0.780663,1,"black spruce"
"3431",13,0.780663,1,"black spruce"
"3432",11,0.780663,1,"cedar"
"3433",32,0.782438,1,"aspen"
"3434",30,0.782438,1,"aspen"
"3435",30,0.782438,1,"aspen"
"3436",32,0.782438,1,"aspen"
"3437",18,0.782438,1,"black spruce"
"3438",20,0.782438,1,"cedar"
"3439",20,0.782438,1,"cedar"
"3440",7,0.78717,0,"cedar"
"3441",8,0.78717,0,"cedar"
"3442",9,0.78717,0,"red pine"
"3443",38,0.790094,1,"aspen"
"3444",17,0.790498,1,"aspen"
"3445",5,0.790498,0,"black spruce"
"3446",5,0.790498,0,"cedar"
"3447",10,0.790562,1,"black spruce"
"3448",6,0.790562,0,"black spruce"
"3449",5,0.790562,0,"black spruce"
"3450",6,0.790562,0,"black spruce"
"3451",7,0.790562,0,"cedar"
"3452",5,0.790562,0,"cedar"
"3453",11,0.790562,0,"cedar"
"3454",16,0.794325,1,"black spruce"
"3455",27,0.794325,1,"paper birch"
"3456",32,0.795092,1,"black spruce"
"3457",17,0.795092,0,"cedar"
"3458",13,0.795092,1,"cedar"
"3459",34,0.801696,1,"aspen"
"3460",6,0.801696,1,"red pine"
"3461",8,0.807768,0,"cedar"
"3462",8,0.807768,0,"cedar"
"3463",32,0.807768,1,"paper birch"
"3464",18,0.80799,1,"aspen"
"3465",25,0.80799,1,"aspen"
"3466",5,0.80799,1,"black spruce"
"3467",9,0.80799,1,"black spruce"
"3468",15,0.80799,1,"cedar"
"3469",32,0.809389,0,"aspen"
"3470",19,0.809389,1,"cedar"
"3471",25,0.809389,1,"cedar"
"3472",10,0.812692,0,"red maple"
"3473",17,0.812692,1,"red maple"
"3474",12,0.812692,1,"red maple"
"3475",20,0.814965,1,"cedar"
"3476",28,0.814965,1,"paper birch"
"3477",29,0.814965,1,"paper birch"
"3478",29,0.815376,1,"aspen"
"3479",33,0.815376,1,"aspen"
"3480",24,0.815376,1,"aspen"
"3481",20,0.815376,1,"black spruce"
"3482",20,0.815376,1,"cedar"
"3483",22,0.815376,1,"cedar"
"3484",13,0.815376,1,"cedar"
"3485",28,0.815376,1,"paper birch"
"3486",36,0.817479,1,"aspen"
"3487",15,0.819013,0,"red pine"
"3488",9,0.819013,0,"red pine"
"3489",30.5,0.819013,1,"black ash"
"3490",13,0.821372,1,"cedar"
"3491",16,0.821372,1,"cedar"
"3492",15,0.821372,1,"cedar"
"3493",11,0.821372,1,"cedar"
"3494",14,0.821372,1,"cedar"
"3495",11,0.830039,1,"black spruce"
"3496",19,0.830039,1,"cedar"
"3497",7,0.830039,1,"red maple"
"3498",16.5,0.830039,1,"red maple"
"3499",13,0.830039,1,"red maple"
"3500",10,0.830039,1,"red maple"
"3501",7.5,0.830039,1,"red maple"
"3502",16,0.831795,1,"cedar"
"3503",11,0.831795,1,"cedar"
"3504",11,0.831795,1,"paper birch"
"3505",9,0.831795,0,"red pine"
"3506",14,0.833468,1,"black spruce"
"3507",27,0.833468,1,"black spruce"
"3508",32,0.833468,1,"cedar"
"3509",11,0.833468,0,"red maple"
"3510",19,0.833468,0,"red maple"
"3511",18,0.833468,0,"red maple"
"3512",10,0.833468,0,"red maple"
"3513",5,0.833468,0,"red maple"
"3514",19,0.833468,0,"red maple"
"3515",19,0.833468,1,"red maple"
"3516",9,0.833593,0,"cedar"
"3517",8,0.833593,0,"cedar"
"3518",8,0.833593,0,"cedar"
"3519",18,0.833593,1,"cedar"
"3520",13,0.83518,1,"cedar"
"3521",10.5,0.83518,1,"cedar"
"3522",19,0.83518,1,"cedar"
"3523",28,0.83518,1,"jackpine"
"3524",40,0.83518,1,"jackpine"
"3525",22.5,0.83518,1,"jackpine"
"3526",16,0.83518,1,"jackpine"
"3527",27,0.83518,1,"jackpine"
"3528",10.5,0.83518,1,"red pine"
"3529",17,0.842422,1,"black spruce"
"3530",12,0.842422,1,"black spruce"
"3531",15,0.842422,1,"cedar"
"3532",11,0.842878,1,"black spruce"
"3533",11,0.842878,1,"black spruce"
"3534",12,0.842878,1,"cedar"
"3535",15,0.847198,1,"black spruce"
"3536",15,0.847198,1,"black spruce"
"3537",11,0.847198,1,"black spruce"
"3538",17,0.847198,1,"cedar"
"3539",14,0.847198,0,"red maple"
"3540",20,0.847198,1,"red maple"
"3541",13,0.847198,0,"red maple"
"3542",16,0.847198,1,"red maple"
"3543",31,0.84748,1,"aspen"
"3544",28,0.84748,1,"aspen"
"3545",29,0.84748,1,"aspen"
"3546",22,0.84748,1,"aspen"
"3547",12,0.84748,1,"cedar"
"3548",14,0.849462,1,"black spruce"
"3549",14,0.849462,1,"black spruce"
"3550",20,0.849462,1,"black spruce"
"3551",22,0.849462,1,"cedar"
"3552",30,0.849462,1,"cedar"
"3553",13,0.850571,1,"black spruce"
"3554",11,0.850571,1,"black spruce"
"3555",6,0.850571,0,"black spruce"
"3556",10,0.850571,1,"black spruce"
"3557",26,0.850571,1,"black ash"
"3558",51.5,0.852625,1,"black ash"
"3559",34,0.854798,1,"aspen"
"3560",25,0.854798,1,"aspen"
"3561",20,0.854798,1,"aspen"
"3562",18,0.854798,1,"cedar"
"3563",21,0.854798,1,"cedar"
"3564",16,0.854798,1,"cedar"
"3565",12,0.854798,1,"red pine"
"3566",38,0.85532,1,"aspen"
"3567",36,0.85532,1,"aspen"
"3568",26,0.85532,0,"aspen"
"3569",18,0.85532,1,"black spruce"
"3570",21,0.85532,1,"black spruce"
"3571",22,0.857642,1,"cedar"
"3572",24,0.857642,1,"paper birch"
"3573",25.5,0.857642,0,"black ash"
"3574",5.5,0.859409,1,"black spruce"
"3575",21,0.859409,1,"black spruce"
"3576",52,0.859409,1,"black ash"
"3577",25,0.860065,0,"aspen"
"3578",38,0.860065,1,"paper birch"
"3579",22,0.860065,1,"paper birch"
"3580",14,0.860065,0,"red maple"
"3581",27,0.862392,1,"aspen"
"3582",24,0.862392,1,"aspen"
"3583",22,0.862392,1,"aspen"
"3584",25.5,0.862392,1,"aspen"
"3585",16.5,0.862392,1,"aspen"
"3586",14,0.862392,1,"aspen"
"3587",17,0.862392,1,"aspen"
"3588",7,0.862392,1,"aspen"
"3589",16,0.862392,1,"black spruce"
"3590",20,0.867016,1,"aspen"
"3591",14,0.867016,1,"black spruce"
"3592",19.5,0.867016,1,"cedar"
"3593",14.5,0.867016,1,"cedar"
"3594",19,0.867098,1,"aspen"
"3595",16,0.867098,1,"aspen"
"3596",15,0.867098,1,"aspen"
"3597",17,0.867098,1,"aspen"
"3598",17,0.867098,1,"aspen"
"3599",10,0.867098,1,"cedar"
"3600",13,0.867098,1,"cedar"
"3601",32,0.867171,1,"jackpine"
"3602",27,0.884152,1,"aspen"
"3603",25.5,0.884152,1,"aspen"
"3604",17.5,0.884152,1,"aspen"
"3605",25,0.884152,1,"aspen"
"3606",11,0.895478,1,"cedar"
"3607",7,0.895478,0,"red pine"
"3608",10,0.895478,1,"red pine"
"3609",7,0.895478,0,"red maple"
"3610",6,0.895478,0,"red maple"
"3611",18.5,0.896522,1,"cedar"
"3612",25,0.896522,1,"paper birch"
"3613",23,0.896522,0,"red pine"
"3614",20,0.896522,0,"red pine"
"3615",23,0.896522,0,"red pine"
